row_idx,question_id,frames_dir,n_frames,correct,raw_score,category,prompt,src_idx_image
4727,video_14344_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14344,8,1,1.0,descriptive,How many cubes enter the scene?,2469
4728,video_14350_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,Are there any stationary cyan objects when the rubber object enters the scene?,2953
4729,video_14350_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,How many moving rubber objects are there?,780
4730,video_14350_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,0,0.0,descriptive,How many moving objects are there when the video ends?,5840
4731,video_14350_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,0,0.0,descriptive,What is the color of the first object that enters the scene?,3398
4732,video_14350_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,What color is the object to collide with the blue cylinder?,7523
4733,video_14350_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,What material is the first object that enters the scene?,2217
4734,video_14350_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,What is the shape of the cyan object that is stationary when the rubber cylinder enters the scene?,41
4735,video_14350_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,What is the shape of the stationary cyan object when the blue object enters the scene?,2986
4736,video_14350_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,Are there any blue objects that exit the scene after the rubber cylinder enters the scene?,4427
4737,video_14350_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,1,1.0,descriptive,How many cyan cubes enter the scene after the rubber object enters the scene?,4111
4738,video_14350_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14350,8,0,0.0,descriptive,How many objects enter the scene?,4379
4739,video_14363_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,Are there any stationary spheres when the cube enters the scene?,1611
4740,video_14363_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,How many cylinders are stationary?,1504
4741,video_14363_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,0,0.0,descriptive,How many stationary red objects are there?,5379
4742,video_14363_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,What color is the last object to collide with the rubber sphere?,1632
4743,video_14363_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,0,0.0,descriptive,What color is the last object to collide with the purple cylinder?,5059
4744,video_14363_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,What color is the last object that enters the scene?,2447
4745,video_14363_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,What is the material of the moving cylinder when the metal sphere enters the scene?,5525
4746,video_14363_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,What is the material of the moving cylinder when the cube enters the scene?,936
4747,video_14363_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,Are there any cubes that enter the scene after the yellow sphere enters the scene?,5429
4748,video_14363_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,How many objects enter the scene?,6342
4749,video_14363_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14363,8,1,1.0,descriptive,How many collisions happen?,288
4750,video_14375_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,Are there any moving cylinders?,3434
4751,video_14375_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,How many moving objects are there?,6849
4752,video_14375_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,How many moving objects are there when the video ends?,496
4753,video_14375_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,What shape is the last object to collide with the red cylinder?,803
4754,video_14375_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,What is the shape of the object to collide with the blue object?,6436
4755,video_14375_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,What material is the object to collide with the brown cylinder?,94
4756,video_14375_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,What is the shape of the moving rubber object when the video ends?,2285
4757,video_14375_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,What color is the cylinder that is moving when the video begins?,2672
4758,video_14375_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,Are there any metal objects that exit the scene?,83
4759,video_14375_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,How many collisions happen?,1696
4760,video_14375_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14375,8,1,1.0,descriptive,How many metal spheres exit the scene?,344
4761,video_14392_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,Are there any stationary cubes when the video ends?,271
4762,video_14392_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,How many moving objects are there?,6059
4763,video_14392_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,How many objects are moving when the video ends?,1968
4764,video_14392_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,What is the shape of the last object to collide with the cyan object?,6037
4765,video_14392_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,What shape is the first object to collide with the cyan object?,2347
4766,video_14392_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,What is the material of the object to collide with the yellow sphere?,5559
4767,video_14392_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,What is the color of the rubber object that is stationary when the video ends?,4201
4768,video_14392_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,0,0.0,descriptive,What color is the object that is moving when the video begins?,5809
4769,video_14392_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,Are there any red cylinders that enter the scene?,6903
4770,video_14392_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,How many cylinders enter the scene?,3376
4771,video_14392_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14392,8,1,1.0,descriptive,How many red cylinders enter the scene?,3431
4772,video_14393_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,Are there any stationary cubes when the metal sphere exits the scene?,6017
4773,video_14393_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,How many objects are moving?,3099
4774,video_14393_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,How many purple objects are moving?,6396
4775,video_14393_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,What material is the last object to collide with the purple object?,3337
4776,video_14393_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,What is the color of the second object to collide with the rubber cylinder?,796
4777,video_14393_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,What is the shape of the first object to collide with the purple sphere?,2681
4778,video_14393_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,What shape is the moving rubber object when the video begins?,5901
4779,video_14393_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,What material is the object that is stationary when the video begins?,5300
4780,video_14393_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,Are there any metal objects that exit the scene after the cylinder enters the scene?,7480
4781,video_14393_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,How many collisions happen?,6028
4782,video_14393_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14393,8,1,1.0,descriptive,How many metal objects enter the scene?,5989
4783,video_14398_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,Are there any stationary purple objects when the rubber cylinder enters the scene?,4502
4784,video_14398_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,0,0.0,descriptive,How many objects are stationary when the video ends?,5473
4785,video_14398_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,How many metal objects are moving?,199
4786,video_14398_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,What is the material of the last object that enters the scene?,6422
4787,video_14398_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,What material is the object to collide with the gray cylinder?,5786
4788,video_14398_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,0,0.0,descriptive,What is the color of the object to collide with the brown cylinder?,4370
4789,video_14398_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,What is the color of the moving rubber sphere when the video ends?,2205
4790,video_14398_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,What color is the rubber sphere that is moving when the metal sphere enters the scene?,1722
4791,video_14398_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,Are there any rubber spheres that enter the scene before the metal sphere enters the scene?,4583
4792,video_14398_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,How many collisions happen after the rubber cylinder enters the scene?,4034
4793,video_14398_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14398,8,1,1.0,descriptive,How many collisions happen?,2701
4794,video_14404_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,Are there any moving cyan objects?,3996
4795,video_14404_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,0,0.0,descriptive,How many moving cubes are there when the video ends?,5394
4796,video_14404_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,How many metal objects are moving when the video ends?,2111
4797,video_14404_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,What is the color of the last object to collide with the rubber sphere?,5857
4798,video_14404_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,What is the shape of the first object to collide with the sphere?,379
4799,video_14404_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,What is the shape of the first object that enters the scene?,2331
4800,video_14404_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,What is the shape of the stationary yellow object when the video begins?,4030
4801,video_14404_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,What shape is the yellow object that is stationary when the sphere enters the scene?,6271
4802,video_14404_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,Are there collisions after the sphere enters the scene?,977
4803,video_14404_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,How many spheres enter the scene after the red cube enters the scene?,4343
4804,video_14404_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14404,8,1,1.0,descriptive,How many red objects enter the scene?,213
4805,video_14410_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,Are there any moving cyan objects?,5514
4806,video_14410_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,How many moving cubes are there when the video begins?,1187
4807,video_14410_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,How many gray objects are stationary when the purple cylinder enters the scene?,702
4808,video_14410_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,What is the color of the second object to collide with the rubber object?,3045
4809,video_14410_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,What color is the second object that enters the scene?,6361
4810,video_14410_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,What is the color of the first object to collide with the gray cube?,5877
4811,video_14410_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,What color is the object that is stationary when the cube enters the scene?,3692
4812,video_14410_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,What color is the stationary metal object when the cube enters the scene?,6679
4813,video_14410_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,Are there any metal cylinders that enter the scene after the cube enters the scene?,4255
4814,video_14410_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,How many objects enter the scene?,2843
4815,video_14410_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14410,8,1,1.0,descriptive,How many collisions happen before the sphere enters the scene?,1339
4816,video_14415_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,Are there any stationary brown objects when the blue cube enters the scene?,1628
4817,video_14415_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,How many moving objects are there when the video ends?,7505
4818,video_14415_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,How many stationary spheres are there when the video ends?,5996
4819,video_14415_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,What color is the last object that enters the scene?,2216
4820,video_14415_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,What material is the last object to collide with the blue sphere?,556
4821,video_14415_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,What material is the first object to collide with the red object?,4224
4822,video_14415_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,What is the shape of the stationary rubber object when the yellow cube enters the scene?,5241
4823,video_14415_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,What is the material of the stationary blue object when the video begins?,1003
4824,video_14415_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,Are there any cubes that enter the scene?,3495
4825,video_14415_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,How many spheres enter the scene?,2054
4826,video_14415_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14415,8,1,1.0,descriptive,How many rubber cubes enter the scene?,2835
4827,video_14417_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,Are there any stationary objects when the video ends?,997
4828,video_14417_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,How many objects are moving?,3888
4829,video_14417_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,0,0.0,descriptive,How many green objects are stationary when the video ends?,473
4830,video_14417_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,What is the color of the last object that enters the scene?,4482
4831,video_14417_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,What color is the object to collide with the green cylinder?,369
4832,video_14417_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,What material is the object to collide with the cyan object?,7331
4833,video_14417_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,What material is the moving cube when the video ends?,1833
4834,video_14417_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,What is the color of the cube that is stationary when the video begins?,168
4835,video_14417_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,Are there collisions after the green cylinder enters the scene?,5032
4836,video_14417_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,1,1.0,descriptive,How many collisions happen?,7200
4837,video_14417_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14417,8,0,0.0,descriptive,How many objects enter the scene?,4858
4838,video_14418_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,Are there any stationary cyan objects when the video begins?,701
4839,video_14418_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,How many blue objects are moving when the cube enters the scene?,6186
4840,video_14418_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,How many stationary rubber objects are there when the sphere enters the scene?,6121
4841,video_14418_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,What color is the last object that enters the scene?,2345
4842,video_14418_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,What color is the object to collide with the yellow cylinder?,1331
4843,video_14418_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,What is the color of the first object to collide with the cyan sphere?,2355
4844,video_14418_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,What is the shape of the stationary rubber object when the video begins?,2589
4845,video_14418_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,What shape is the stationary object when the sphere enters the scene?,2194
4846,video_14418_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,Are there collisions after the cube enters the scene?,1723
4847,video_14418_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,How many purple objects enter the scene after the sphere enters the scene?,5284
4848,video_14418_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14418,8,1,1.0,descriptive,How many rubber objects enter the scene?,7126
4849,video_14428_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,Are there any moving blue objects when the video begins?,6621
4850,video_14428_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,How many moving spheres are there?,3316
4851,video_14428_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,How many stationary objects are there when the red object enters the scene?,658
4852,video_14428_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,What material is the first object to collide with the red cube?,1936
4853,video_14428_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,What is the shape of the object to collide with the green cube?,2441
4854,video_14428_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,What material is the last object to collide with the cylinder?,3547
4855,video_14428_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,What is the shape of the object that is stationary when the red cube enters the scene?,7506
4856,video_14428_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,What is the material of the green object that is moving when the sphere enters the scene?,7644
4857,video_14428_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,Are there any green cylinders that enter the scene after the sphere enters the scene?,4753
4858,video_14428_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,0,0.0,descriptive,How many objects enter the scene?,509
4859,video_14428_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14428,8,1,1.0,descriptive,How many green objects enter the scene?,2045
4860,video_14441_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,0,0.0,descriptive,Are there any moving blue objects when the video begins?,7021
4861,video_14441_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,How many rubber objects are moving when the video ends?,5879
4862,video_14441_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,How many stationary objects are there when the video begins?,2806
4863,video_14441_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,What is the shape of the first object to collide with the yellow object?,2127
4864,video_14441_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,What material is the first object to collide with the yellow cylinder?,6880
4865,video_14441_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,What is the color of the first object to collide with the rubber cylinder?,4278
4866,video_14441_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,What color is the stationary rubber object when the sphere enters the scene?,5620
4867,video_14441_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,0,0.0,descriptive,What is the color of the moving rubber object when the video begins?,3031
4868,video_14441_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,0,0.0,descriptive,Are there any blue objects that enter the scene?,1925
4869,video_14441_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,How many collisions happen after the sphere enters the scene?,3432
4870,video_14441_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14441,8,1,1.0,descriptive,How many metal spheres exit the scene?,985
4871,video_14450_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,Are there any stationary brown objects when the video begins?,3458
4872,video_14450_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,How many moving metal objects are there?,6986
4873,video_14450_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,How many objects are moving when the video ends?,26
4874,video_14450_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,What color is the last object to collide with the cyan cylinder?,784
4875,video_14450_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,What is the shape of the object to collide with the purple cylinder?,6194
4876,video_14450_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,What is the shape of the object to collide with the brown cylinder?,269
4877,video_14450_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,What shape is the stationary object when the video ends?,3120
4878,video_14450_7,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,What is the shape of the stationary rubber object when the video ends?,7101
4879,video_14450_8,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,Are there any cyan cylinders that exit the scene?,4024
4880,video_14450_9,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,How many collisions happen after the metal cylinder enters the scene?,3485
4881,video_14450_10,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14450,8,1,1.0,descriptive,How many objects enter the scene?,4261
4882,video_14464_0,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,1,1.0,descriptive,Are there any stationary green objects when the video begins?,4392
4883,video_14464_1,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,1,1.0,descriptive,How many gray objects are moving when the video ends?,2579
4884,video_14464_2,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,1,1.0,descriptive,How many moving gray objects are there?,1517
4885,video_14464_3,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,1,1.0,descriptive,What is the color of the first object to collide with the gray sphere?,5814
4886,video_14464_4,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,1,1.0,descriptive,What material is the object to collide with the yellow cylinder?,7069
4887,video_14464_5,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,0,0.0,descriptive,What color is the second object that enters the scene?,3088
4888,video_14464_6,/home/ievab2/run_models/CLEVRER_dataset/validation_frames/video_14000-15000/video_14464,8,1,1.0,descriptive,What material is the stationary cylinder when the cube enters the scene?,5368
